datetime,price,volume,vwap,circulating_supply,realized_value,market_value,mvrv_ratio
2025-05-17 23:04:45.658,165.3249498096498,3353366404.076481,141.2425167154408,531207612.6555071,75029100109.86485,87821871900.7756,1.1705041346914509
2025-05-18 00:08:21.739,166.02603084670673,3427453227.867372,141.25871875963082,531207612.6555071,75037706759.07918,88194291484.74866,1.175332979829872
2025-05-18 01:04:47.990,166.6482371432726,3370560960.705627,141.27479353604213,531207612.6555071,75046245802.6806,88524812206.12665,1.1796034732887943
2025-05-18 02:04:46.119,166.8531784575985,3175033110.969727,141.29056283296813,531207612.6555071,75054622573.25392,88633678592.44418,1.1809223143576133
2025-05-18 03:04:56.245,167.10522895352085,2981379193.614026,141.30616008261265,531207612.6555071,75062907951.00157,88767569734.65173,1.182575684285987
2025-05-18 04:04:40.382,167.02547460297208,2953621168.5912976,141.3214463635494,531207612.6555071,75071028139.80437,88725203616.49783,1.1818834218077494
2025-05-18 05:09:41.348,168.45499532539066,2936436652.265149,141.33648358317032,531207612.6555071,75079016025.34018,89484575906.69537,1.1918719855957238
2025-05-18 06:04:25.680,169.57861436948306,2931796683.361267,141.35141845843242,531207612.6555071,75086949544.77347,90081450896.64197,1.1996951726335274
2025-05-18 07:06:11.937,169.36064737456834,2720834153.9715734,141.3660413151977,531207612.6555071,75094717317.60594,89965665169.63562,1.1980292140808577
2025-05-18 08:06:35.773,170.00225463921362,2878846856.83591,141.38045580401567,531207612.6555071,75102374403.7986,90306491832.95027,1.2024452295929364
2025-05-18 09:01:10.380,171.49149945968676,2863773976.472408,141.39496046192104,531207612.6555071,75110079388.49689,91097590018.69339,1.2128543966449994
2025-05-18 10:04:45.691,171.16100373231188,2913862357.8804774,141.4094900587781,531207612.6555071,75117797620.95618,90922028172.36174,1.2103926240110712
2025-05-18 11:02:37.506,171.06895872494007,2863800026.939158,141.42400120904506,531207612.6555071,75125506054.44638,90873133163.73889,1.2096175844443509
2025-05-18 12:03:50.006,171.00558448479157,2862757817.0957074,141.43856742105882,531207612.6555071,75133243737.15564,90839468284.92575,1.2090449415802729
